,assignment_number,comments,skill,participant_id,batch,grade
0,276.0,Missing return and parameter comments for some methods,Documentation,06,1,A
1,149.0,"Missing return and parameter comments for some methods, some comments that give no further insight",Documentation,06,1,B-
2,31.0,"Missing return and parameter comments for some methods, aggressive use of inline comments",Documentation,06,1,A-
3,627.0,Missing return and parameter comments for some methods,Documentation,06,1,A
4,312.0,"Missing return and parameter comments for some methods, empty returns in method headers",Documentation,06,1,B
5,360.0,Missing return and parameter comments for some methods,Documentation,06,1,A
6,139.0,Missing return and parameter comments for some methods,Documentation,06,1,B+
7,115.0,"Missing parameter comments for some methods, mixing up param and return headers",Documentation,06,1,C
8,532.0,Missing return and parameter comments for some methods,Documentation,06,1,A
9,71.0,Missing parameter comments for some methods. missing class comment for some class,Documentation,06,1,B
10,354.0,Missing return and parameter comments for some methods,Documentation,06,1,B-
11,118.0,Missing return comments for few basic methods,Documentation,06,1,A+
12,675.0,"Missing return and parameter comments for some methods, missing method headers",Documentation,06,1,B-
13,382.0,Missing return and parameter comments for some methods,Documentation,06,1,B-
14,663.0,Missing return and parameter comments for some methods,Documentation,06,1,B
15,62.0,Missing parameter comments for few methods,Documentation,06,1,A+
16,599.0,,Documentation,06,1,A++
17,567.0,,Documentation,06,1,A++
18,227.0,"Missing return and parameter comments for some methods, misuse of header tags",Documentation,06,1,C-
19,559.0,Missing return and parameter comments for some methods,Documentation,06,1,A
0,18.0,The variables are defined well and the codes are easy to understand.,Readability,13,1,A++
1,620.0,"Clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A+
2,466.0,"Good maintainability, extensibility, and debuggability of the code.",Readability,13,1,A++
3,591.0,"High readability in code is achieved through clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A++
4,587.0,The code is greatly readable ,Readability,13,1,A+
5,50.0, meaningful comments and documentation,Readability,13,1,A++
6,655.0,"Good maintainability, extensibility, and debuggability of the code.",Readability,13,1,A+
7,47.0,The code is greatly readable ,Readability,13,1,A++
8,262.0,"High readability in code is achieved through clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A+
9,2.0,The variables are defined well and the codes are easy to understand.,Readability,13,1,A++
10,400.0,"Good maintainability, extensibility, and debuggability of the code.",Readability,13,1,A+
11,525.0,"Clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A++
12,358.0,"Clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A
13,137.0,"Good maintainability, extensibility, and debuggability of the code.",Readability,13,1,A
14,125.0,The variables are defined well and the codes are easy to understand.,Readability,13,1,A++
15,58.0,"consistent formatting, and well-structured",Readability,13,1,A++
16,353.0,Good maintainability,Readability,13,1,A++
17,422.0,High readability in code,Readability,13,1,A++
18,480.0,"Good maintainability, extensibility, and debuggability of the code.",Readability,13,1,A++
19,334.0,"High readability in code is achieved through clear naming conventions, consistent formatting, and well-organized structure. ",Readability,13,1,A
0,18.0,"The code finishes the base task and add weather as the challenge task. However, after running the simulation for 650 steps, it is counter-intuitive that it only left Porcupine and all other animals are all dead.",Correctness,13,1,A-
1,620.0,"The code completes all base tasks correctly and add weather, grass, hunter task, which are also finished well.",Correctness,13,1,A++
2,466.0,"The code add the conception of  organism and corpse. It creates a new corpse at a location in field, after an organism has died, which decomposes over time. However, After 600 steps, only seagrass is left, which indicates the code may have logical or parameter setting problems. ",Correctness,13,1,A
3,591.0,"The code introduces 5 animals - hawk, chicken, squirrel, wolf and frog and add season factor as the challenge task. However, only squirrel left at the end of simulation.",Correctness,13,1,A-
4,587.0,"Six species are used to realize the base tasks and it both introduces diseases for plants and animals. Weather and grass are also introduced. Overall, this submission finishes base and challenge tasks well.",Correctness,13,1,A++
5,50.0,"The submission finishes the base task and add weather, plant, water resources as the challenge task. However, after running the simulation for 500 steps, only frogs are live and all other organisms are dead.",Correctness,13,1,A-
6,655.0,"The submission finishes all base and challenge tasks correctly. What is more, it designs a simple GUI for an enhanced user experience.",Correctness,13,1,A++
7,47.0,The code ends up with the death of all animals and only the plant is still left.,Correctness,13,1,A-
8,262.0,"This submission is limited to utilizing only two animal species and does not incorporate a time-of-day tracking feature. Furthermore, it falls short of completing the challenge tasks. Overall, it does not fulfill the requirements for both the base and challenge tasks.",Correctness,13,1,D+
9,2.0,"The submission uses 5 animals and add weather, plants, disease as the challenge tasks. However, after running 200 steps of simulation, only rabbits are live and the population of all other species end up with 0.",Correctness,13,1,A-
10,400.0,"The simulation should have at least five different kinds of acting species but this submission only has 4 species. After simulating 200 steps, it only ends up with hamster and the other animals are all dead, which is a issue.",Correctness,13,1,B+
11,525.0,"The simulation models 6 species but all of them are shown by black squares, which is hard to distinguish them. The good side is that it introduces the weather and disease as challenge tasks. What is more, it designs a nice GUI to make it user-friendly.
",Correctness,13,1,A+
12,358.0,"This submission does not keep track of the time of day, which is one requirement of core tasks. What is worst, it skips the challenge task.",Correctness,13,1,C+
13,137.0,"It seems this submission is similar the  foxes-and-rabbits-handout template project and it does not change it at all. It only has foxes and rabbits and does not keep track of the time of day. This submission fails in both core and challenge tasks.
",Correctness,13,1,F
14,125.0,"This submission completes the core task successfully and add earthquake, weather and plant factors as challenge tasks.",Correctness,13,1,A++
15,58.0,This submission sets 5 animals but it does not keep track of the time of day. It introduces plants as the challenge task.,Correctness,13,1,A-
16,353.0,"This submission sets 7 species but it forgot to keep track of the time of day. What is worst, it skips the challenge task.",Correctness,13,1,B-
17,422.0,This submission completes the core task partially because it forgot to keep track of the time of day. It adds disease and plant factors as challenge tasks.,Correctness,13,1,B+
18,480.0,"This submission completes the core task successfully. However, it skips the challenge tasks.",Correctness,13,1,B+
19,334.0,"It throws compilation errors because some library files of javazoom(JavaLayerException, AudioDevice, FactoryRegistry and AdvancedPlayer) are missed under the working directory. Even I fixed the library missing faults, it still throws out error as followed: java.lang.NullPointerException: Cannot read the array length because ""array"" is null.

The framework looks well designed and notably it introduces some interesting modules, like the audio part, to enhance the user experience. However, the submission cannot be reproduced smoothly, which is  a issue.
",Correctness,13,1,F
0,18.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A++
1,620.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A+
2,466.0,"High clarity, simplicity, and efficiency.",Code Elegance,13,1,A++
3,591.0,combines functionality with simplicity,Code Elegance,13,1,A++
4,587.0," Good modularity, reusability, and encapsulation ",Code Elegance,13,1,A+
5,50.0,"High clarity, simplicity, and efficiency.",Code Elegance,13,1,A++
6,655.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A
7,47.0,combines functionality with simplicity,Code Elegance,13,1,A++
8,262.0,"High clarity, simplicity, and efficiency.",Code Elegance,13,1,A+
9,2.0,combines functionality with simplicity,Code Elegance,13,1,A++
10,400.0,"High clarity, simplicity, and efficiency.",Code Elegance,13,1,A+
11,525.0," Good modularity, reusability, and encapsulation ",Code Elegance,13,1,A++
12,358.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A
13,137.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A
14,125.0,combines functionality with simplicity,Code Elegance,13,1,A++
15,58.0,Code is resuseable,Code Elegance,13,1,A++
16,353.0,a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A++
17,422.0,a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A++
18,480.0,Code is resuseable,Code Elegance,13,1,A++
19,334.0,The code have a good use of classed and functions and nicely laid out.,Code Elegance,13,1,A
0,18.0,The documentation is well written and organised,Documentation,13,1,A++
1,620.0,Well organised and make the code easy to understand,Documentation,13,1,A+
2,466.0,"Clear, concise, accurate documentation. ",Documentation,13,1,A++
3,591.0,involves the use of meaningful comments and documentation ,Documentation,13,1,A++
4,587.0, Effective documentation,Documentation,13,1,A+
5,50.0,"Clear, concise, accurate documentation. ",Documentation,13,1,A++
6,655.0, Effective documentation,Documentation,13,1,A
7,47.0,involves the use of meaningful comments and documentation ,Documentation,13,1,A++
8,262.0,The documentation is well written and organised,Documentation,13,1,A+
9,2.0,"Clear, concise, accurate documentation. ",Documentation,13,1,A++
10,400.0,The documentation is well written and organised,Documentation,13,1,A+
11,525.0,Well organised and make the code easy to understand,Documentation,13,1,A++
12,358.0,"Clear, concise, accurate documentation. ",Documentation,13,1,A
13,137.0,The documentation is well written and organised,Documentation,13,1,A+
14,125.0,Well organised and make the code easy to understand,Documentation,13,1,A++
15,58.0,Well organised,Documentation,13,1,A++
16,353.0,Well organised,Documentation,13,1,A++
17,422.0,the use of meaningful comments and documentation ,Documentation,13,1,A++
18,480.0,the use of meaningful comments and documentation ,Documentation,13,1,A+
19,334.0,the use of meaningful comments and documentation ,Documentation,13,1,A
0,161.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
1,634.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
2,609.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
3,314.0,each function performs a single well-defined operation; the student used meaningful identifier names,Readability,24,2,A+
4,199.0,The application has minor issues,Readability,24,2,B-
5,313.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A+
6,449.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
7,521.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
8,105.0,The application has minor issues such as inconsistent indentation.,Readability,24,2,B-
9,96.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
10,645.0,each function performs a single well-defined operation; the student used meaningful identifier names,Readability,24,2,A+
11,432.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
12,528.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
13,685.0,The application is exceptionally well-organised and very easy to understand.,Readability,24,2,A+
14,505.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
15,435.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
16,665.0,The application has minor issues such as inconsistent indentation.,Readability,24,2,B
17,445.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A-
18,142.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
19,193.0,"The code is clean, understandable and organised; the student used meaningful identifier names",Readability,24,2,A
0,161.0,The application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks;,Correctness,24,2,A
1,634.0,Minor details of tasks are violated; the application functions correctly; the student has completed some of the challenge tasks.,Correctness,24,2,B
2,609.0,project doesn't compile,Correctness,24,2,F
3,314.0,The application works as described in the assignment; all base tasks are completed; the implementation demonstrates originality and creativity. and technical excellence in the completion of all challenging tasks,Correctness,24,2,A+
4,199.0,The application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks;,Correctness,24,2,A-
5,313.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A+
6,449.0,The application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks;,Correctness,24,2,A+
7,521.0,The application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks;,Correctness,24,2,A+
8,105.0,The application functions incorrectly on some inputs/actions.,Correctness,24,2,D
9,96.0,"The application works as described in the assignment; all the base tasks are completed, however, no challenge task was attempted;",Correctness,24,2,B+
10,645.0,The application works as described in the assignment; all base tasks are completed; the implementation demonstrates originality and creativity. and technical excellence in the completion of all challenging tasks,Correctness,24,2,A++
11,432.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A+
12,528.0,Minor details of tasks are violated; the application functions correctly; the student has completed some of the challenge tasks.,Correctness,24,2,B+
13,685.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A
14,505.0,The application works as described in the assignment; all base tasks are completed; the implementation demonstrates originality and creativity. and technical excellence in the completion of all challenging tasks,Correctness,24,2,A+
15,435.0,"The application works as described in the assignment; all base tasks are completed; however, no challenge task was attempted;",Correctness,24,2,B+
16,665.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A
17,445.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A
18,142.0,The application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,Correctness,24,2,A
19,193.0,Minor details of tasks are violated; the application functions correctly; the student has completed some of the challenge tasks.,Correctness,24,2,A-
0,161.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,A
1,634.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,A-
2,609.0,"The application is unnecessarily complex; the application contains many instances where the code could have been written in an easier, faster or better fashion.",Code Elegance,24,2,C
3,314.0,"Student demonstrates excellent use of classes and functions to produce reusable and maintainable code, where possible, in the base and all of the challenge tasks",Code Elegance,24,2,A+
4,199.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A-
5,313.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,A-
6,449.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,A-
7,521.0,"Student demonstrates excellent use of classes and functions to produce reusable and maintainable code, where possible, in the base and all of the challenge tasks",Code Elegance,24,2,A+
8,105.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,B+
9,96.0,The majority of the code is written in such a way that code can be reused,Code Elegance,24,2,A
10,645.0,"Student demonstrates excellent use of classes and functions to produce reusable and maintainable code, where possible, in the base and all of the challenge tasks",Code Elegance,24,2,A+
11,432.0,The application is implemented in such a way that only a few code segments can be rewritten to increase code re-usability,Code Elegance,24,2,B+
12,528.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A
13,685.0,"Student demonstrates excellent use of classes and functions to produce reusable and maintainable code, where possible, in the base and all of the challenge tasks",Code Elegance,24,2,A+
14,505.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A
15,435.0,The application is implemented in such a way that only a few code segments can be rewritten to increase code re-usability,Code Elegance,24,2,B+
16,665.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A-
17,445.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A-
18,142.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A
19,193.0,All the base tasks and some of the challenge tasks are implemented in such a way that code can be reused where possible;,Code Elegance,24,2,A-
0,161.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,A-
1,634.0,The documentation consists of comments that are somewhat useful in understanding the code; there are minor issues,Documentation,24,2,B
2,609.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,B-
3,314.0,"The documentation is well written, organised and clearly explains what the code is accomplishing and how",Documentation,24,2,A+
4,199.0,The documentation is simply comments embedded in the code but does not help the reader understand the code;,Documentation,24,2,C
5,313.0,"The documentation is well written, organised and clearly explains what the code is accomplishing and how",Documentation,24,2,A+
6,449.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,B+
7,521.0,"The documentation is well written, organised and clearly explains what the code is accomplishing and how",Documentation,24,2,A+
8,105.0,The documentation is simply comments embedded in the code but does not help the reader understand the code;,Documentation,24,2,C-
9,96.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,A-
10,645.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,A
11,432.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,A-
12,528.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,A
13,685.0,"The documentation is well written, organised and clearly explains what the code is accomplishing and how",Documentation,24,2,A+
14,505.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,A-
15,435.0,The documentation consists of comments that are useful in understanding the code and/or structure of the program;,Documentation,24,2,A
16,665.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,B+
17,445.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,B
18,142.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,A-
19,193.0,The documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,Documentation,24,2,B+
0,302.0,,Readability,02,2,A
1,303.0,,Readability,02,2,A-
2,277.0,,Readability,02,2,A-
3,542.0,,Readability,02,2,A-
4,188.0,Some method names are misleading,Readability,02,2,B
5,261.0,code is understandable and organised,Readability,02,2,B-
6,391.0,The code is somewhat challenging to read.,Readability,02,2,B
7,680.0,code is understandable and organised,Readability,02,2,A
8,672.0,,Readability,02,2,A
9,251.0,The application contains inconsistent indentation,Readability,02,2,B-
10,575.0,code is understandable and organised,Readability,02,2,A-
11,223.0,,Readability,02,2,A-
12,143.0,Code readability can be improved by using consistent spacing,Readability,02,2,B
13,453.0,The code is somewhat challenging to read.,Readability,02,2,B+
14,484.0,,Readability,02,2,A-
15,218.0,code is understandable and organised,Readability,02,2,A
16,481.0,Code readability can be improved by using consistent spacing,Readability,02,2,B
17,219.0,Some method names are misleading,Readability,02,2,C-
18,327.0,code is understandable and organised,Readability,02,2,A
19,290.0,code is understandable and organised,Readability,02,2,A-
0,302.0,All base tasks and challenge tasks have been completed,Correctness,02,2,A+
1,303.0,All base tasks completed and challenge tasks completed,Correctness,02,2,A+
2,277.0,Propagation does not happen when male and female meet.,Correctness,02,2,C+
3,542.0,All base and challenge tasks are completed,Correctness,02,2,A+
4,188.0,All base tasks are completed,Correctness,02,2,B+
5,261.0,"All base tasks completed, no challenge tasks attempted",Correctness,02,2,B
6,391.0,Optimisation needed application does not run past 58 steps.,Correctness,02,2,C+
7,680.0,All base and challenge tasks completed,Correctness,02,2,A+
8,672.0,All base and challenge tasks implemented,Correctness,02,2,A+
9,251.0,Optimisation needed only three animals act in simulation.,Correctness,02,2,C+
10,575.0,All base tasks are completed and some challenge tasks,Correctness,02,2,A-
11,223.0,"All base and challenge tasks implemented, program lags at later steps",Correctness,02,2,A+
12,143.0,Entities do not last long when running simulation,Correctness,02,2,B
13,453.0,Optimisation needed: the programme lags significantly as the number of steps increases.                                                                   All base tasks are completed some challenge tasks attempted,Correctness,02,2,B+
14,484.0,Optimisation needed: the programme lags as the number of steps increases.                                                                                    All base tasks and some challenge tasks completed,Correctness,02,2,A-
15,218.0,All base and challenge tasks are completed,Correctness,02,2,A+
16,481.0,All base and challenge tasks completed ,Correctness,02,2,A+
17,219.0,Base tasks not completed,Correctness,02,2,D-
18,327.0,All base and challenge tasks completed,Correctness,02,2,A+
19,290.0,All base tasks completed and some challenge tasks attempted,Correctness,02,2,A-
0,302.0,Code is written in a reusable manner by utilising abstract classes and loosely coupling components,Code Elegance,02,2,A
1,303.0,The code has the potential to be enhanced by employing abstraction and increasing its modularity.,Code Elegance,02,2,B+
2,277.0,Classes are cohesive and loosely coupled and code makes use of abstraction,Code Elegance,02,2,A
3,542.0,The code can be made more extensible by employing abstraction and increasing its modularity.,Code Elegance,02,2,B+
4,188.0,Code is written in a reusable manner by utilising abstract classes and loosely coupling components,Code Elegance,02,2,B+
5,261.0,Many segments could be rewritten to improve re-usability,Code Elegance,02,2,C+
6,391.0,Code is written in a reusable manner by utilising abstract classes and loosely coupling components,Code Elegance,02,2,A
7,680.0,Code is written in a reusable manner by utilising abstract classes and loosely coupling components,Code Elegance,02,2,A
8,672.0,The code can be made more extensible by employing abstraction and increasing its modularity.,Code Elegance,02,2,A-
9,251.0,The code can be made more extensible by employing abstraction and increasing its modularity.,Code Elegance,02,2,B-
10,575.0,The code can be made more extensible by employing abstraction and increasing its modularity.,Code Elegance,02,2,B+
11,223.0,The code can be made more extensible by using abstract classes,Code Elegance,02,2,B+
12,143.0,"To improve the extensibility of your code, it would be better to implement Time in a separate class.",Code Elegance,02,2,B
13,453.0,"To improve extensibility, it would be better to implement plant as a abstract class",Code Elegance,02,2,B+
14,484.0,The code can be made more extensible by employing abstraction and increasing its modularity of components.,Code Elegance,02,2,B+
15,218.0,Code is written in a reusable manner by using abstract classes,Code Elegance,02,2,A
16,481.0,Code is written in a reusable manner,Code Elegance,02,2,A
17,219.0,Many segments could be rewritten to improve re-usability,Code Elegance,02,2,C+
18,327.0,Code is written in a reusable manner by using abstract classes and loosely coupling components,Code Elegance,02,2,A
19,290.0,Time and Weather could be implemented in separate class to improve extensibility,Code Elegance,02,2,B
0,302.0,Comments are clear and concise,Documentation,02,2,A
1,303.0,Some methods are not documented.,Documentation,02,2,B
2,277.0,,Documentation,02,2,A
3,542.0,,Documentation,02,2,A-
4,188.0,Comments are clear and concise,Documentation,02,2,A-
5,261.0,Comments are useful and not overly verbose,Documentation,02,2,A-
6,391.0,Comments are clear and concise,Documentation,02,2,A-
7,680.0,Code is well documented,Documentation,02,2,A+
8,672.0,,Documentation,02,2,A
9,251.0,Some methods are missing comments on their parameters and return values.,Documentation,02,2,C+
10,575.0,,Documentation,02,2,A-
11,223.0,Function parameter and return values are not expressed in comments,Documentation,02,2,B
12,143.0,Some methods are missing comments on their parameters and return values.,Documentation,02,2,B-
13,453.0,Some comments state the obvious,Documentation,02,2,B+
14,484.0,Comments are clear and concise,Documentation,02,2,A
15,218.0,Comments are clear and concise,Documentation,02,2,A+
16,481.0,Code is well documented,Documentation,02,2,A
17,219.0,,Documentation,02,2,B+
18,327.0,Code is well documented,Documentation,02,2,A
19,290.0,Comments are useful and not overly verbose,Documentation,02,2,A-
0,541.0,structured well,Readability,11,2,A++
1,580.0,code is readable and follows good structure,Readability,11,2,A+
2,173.0,code is well structured ,Readability,11,2,A
3,198.0,"well structured, code is easy to read",Readability,11,2,A+
4,552.0,follows a clean consistent structure,Readability,11,2,A
5,171.0,good consistent structure,Readability,11,2,A-
6,207.0,code is structured consistently ,Readability,11,2,A+
7,495.0,"not consistent, code is hard to read and follow",Readability,11,2,C-
8,537.0,"follows consistent structure, files are separated into folders.",Readability,11,2,A+
9,496.0,code is readable and follows consistent structure,Readability,11,2,A+
10,117.0,code is readable and follows a consistent structure,Readability,11,2,A+
11,69.0,code is clear and follows a consistent  structure,Readability,11,2,A
12,55.0,code is clear and follows consistent structure,Readability,11,2,A+
13,517.0,code is clear and follows consistent structure,Readability,11,2,A++
14,682.0,code is clear and follows consistent structure,Readability,11,2,A
15,664.0,code is clear and follows consistent structure,Readability,11,2,A
16,9.0,code is clear and follows consistent structure,Readability,11,2,A+
17,323.0,code is clear and follows consistent structure,Readability,11,2,A+
18,320.0,code is clear and follows consistent structure,Readability,11,2,A+
19,185.0,code is clear and follows consistent structure,Readability,11,2,A+
0,541.0,very creative and completes all core and challenging tasks,Correctness,11,2,A++
1,580.0,"added a graph view, core and challenging tasks completed",Correctness,11,2,A+
2,173.0,core and challenging tasks completed,Correctness,11,2,A-
3,198.0,"very creative, good additions to project such as showing diseased and norma animals, core and challenging tasks completed",Correctness,11,2,A+
4,552.0,"added a graph view, core and challenging tasks completed",Correctness,11,2,B+
5,171.0,"all core and challenging tasks completed, added a menu to the GUI ",Correctness,11,2,A
6,207.0,all core and challenging tasks completed,Correctness,11,2,A+
7,495.0,simulation is not very clear,Correctness,11,2,C-
8,537.0,"code does not compile and does not run on blue j, crashes the application as it continues to open a lot of folders",Correctness,11,2,F
9,496.0,does not compile,Correctness,11,2,F
10,117.0,core tasks and challenging tasks completed ,Correctness,11,2,A+
11,69.0,core and challenging tasks completed,Correctness,11,2,A-
12,55.0,core and challenging tasks completed ,Correctness,11,2,A-
13,517.0,completed all core and challenging tasks. simulator is in 3D view as well,Correctness,11,2,A++
14,682.0,core and challenging tasks completed. added natural disasters,Correctness,11,2,A+
15,664.0,core and challenging tasks completed,Correctness,11,2,A
16,9.0,core tasks completed however no challenging tasks attempted ,Correctness,11,2,B-
17,323.0,core and challenging tasks completed,Correctness,11,2,A
18,320.0,core and challenging tasks completed,Correctness,11,2,A
19,185.0,core and challenging tasks completed,Correctness,11,2,A
0,541.0,excellent use of classes,Code Elegance,11,2,A++
1,580.0,good level of abstraction,Code Elegance,11,2,A
2,173.0,some levels of abstraction ,Code Elegance,11,2,B-
3,198.0,good level of abstraction,Code Elegance,11,2,A+
4,552.0,"some levels of abstraction, good usage of herbivore and carnivore",Code Elegance,11,2,B
5,171.0,some levels of abstraction ,Code Elegance,11,2,B-
6,207.0,"great level of abstraction, code is not reused with the animal, predator and prey classes. usage of constants class ",Code Elegance,11,2,A+
7,495.0,some levels of abstraction,Code Elegance,11,2,C+
8,537.0,"Examples of abstraction shown, animals implement entities class. eagle extends avian animal showing even further abstraction and less rewritten code",Code Elegance,11,2,A++
9,496.0,"abstraction shown in animal class, find food method is generalized and depends on the specific animal diet.",Code Elegance,11,2,A-
10,117.0,abstraction shown from predator and prey classes generalizes the find food method,Code Elegance,11,2,A+
11,69.0,a lot of rewritten code where it could have been generalized in an abstract class,Code Elegance,11,2,C-
12,55.0,"some levels of abstraction with the organisms class however, a lot of rewritten code",Code Elegance,11,2,B+
13,517.0,"good level of abstraction, code is not rewritten and generalized very well",Code Elegance,11,2,A++
14,682.0,"good abstraction level, code is not rewritten and a lot of generalization",Code Elegance,11,2,A+
15,664.0,"some levels of abstraction however, a lot of rewritten code where it could be generalised",Code Elegance,11,2,B-
16,9.0,a lot of rewritten code,Code Elegance,11,2,C-
17,323.0,"abstraction shown with predator and prey classes however, rewritten code with the hunt method in each animal",Code Elegance,11,2,A-
18,320.0,"abstraction shown with actor class and animal class. however, could have implemented prey and predators to further generalize. a lot of rewritten code, act and find food methods.",Code Elegance,11,2,B-
19,185.0,"abstraction shown with animal and actor class, animal classes do not use rewritten code and are generalized. created a new class to improve coupling",Code Elegance,11,2,A+
0,541.0,well documented,Documentation,11,2,A++
1,580.0,well documented,Documentation,11,2,A+
2,173.0,"good documentation, functions are explained well",Documentation,11,2,A
3,198.0,"functions are documented well, explains what happens in each one",Documentation,11,2,A+
4,552.0,good clear documentation ,Documentation,11,2,A
5,171.0,clear and concise documentation,Documentation,11,2,A-
6,207.0,"doucmented well, eays to understand and follow",Documentation,11,2,A+
7,495.0,"unclear, no documentation for most files",Documentation,11,2,D-
8,537.0,"clear documentation, every function and class is explained well",Documentation,11,2,A+
9,496.0,documentation is clear and explains all functions correctly,Documentation,11,2,A+
10,117.0,documentation is clear ,Documentation,11,2,A+
11,69.0,classes and functions are clearly documented,Documentation,11,2,A+
12,55.0,"documented well, functions and classes are defined",Documentation,11,2,A+
13,517.0,"documentation is clear, explains every class and function",Documentation,11,2,A++
14,682.0,documentation is clear and defines every class and function,Documentation,11,2,A+
15,664.0,documentation is clear and explains all functions and classes,Documentation,11,2,A
16,9.0,documentation defines every function and class ,Documentation,11,2,A
17,323.0,"some inconsistencies however, majority of the documentation is clear and explains the function and classes",Documentation,11,2,A-
18,320.0,documentation is clear and explains each class and function well,Documentation,11,2,A+
19,185.0,documentation is clear and easy to follow,Documentation,11,2,A+
0,583.0,,Readability,12,1,A-
1,211.0,,Readability,12,1,B+
2,338.0,,Readability,12,1,A-
3,618.0,,Readability,12,1,A+
4,448.0,,Readability,12,1,A+
5,551.0,,Readability,12,1,A-
6,249.0,,Readability,12,1,A+
7,97.0,,Readability,12,1,B+
8,70.0,,Readability,12,1,B+
9,246.0,,Readability,12,1,A-
10,49.0,,Readability,12,1,B+
11,294.0,,Readability,12,1,A
12,478.0,,Readability,12,1,A-
13,615.0,,Readability,12,1,F
14,604.0,,Readability,12,1,B-
15,440.0,,Readability,12,1,A-
16,441.0,,Readability,12,1,B-
17,330.0,,Readability,12,1,C+
18,38.0,,Readability,12,1,A-
19,429.0,,Readability,12,1,B+
